date_sent,headline,source_url
2026-08-25,"Colombia - semi-submersible network running to the US dismantled with DEA help",https://www.infobae.com/colombia/2026/08/24/con-ayuda-de-la-dea-desarticulada-organizacion-que-enviaba-semisumergibles-cargados-de-droga-desde-el-pacifico-colombiano-a-estados-unidos/
2026-08-26,"CBP seizes 1172 lbs of khat at Chicago O'Hare three travelers arrested",https://www.cbp.gov/newsroom/local-media-release/three-arrested-and-1172-pounds-khat-seized-chicago
2026-08-26,"Portland fentanyl crackdown passes 100 prosecutions and 100 kg of fentanyl",https://portlandtribune.com/2026/08/25/federal-officials-tout-portland-fentanyl-crackdown-after-more-than-100-prosecutions/
2026-08-26,"Eight indicted in South Carolina State Grand Jury fentanyl pill-press case",https://www.wistv.com/2026/08/25/eight-indicted-state-grand-jury-fentanyl-trafficking-investigation/
2026-08-26,"Nebraska traffic stop and motel search yield more than 5 lbs of methamphetamine",https://www.knopnews2.com/2026/08/25/over-5-pounds-methamphetamine-cocaine-found-after-cherry-county-traffic-stop/
2026-08-26,"Six arrested after West Virginia deputies find cocaine fentanyl and meth in Marion County home",https://www.wdtv.com/2026/08/25/6-people-arrested-after-deputies-find-cocaine-fentanyl-meth-marion-county/
2026-08-26,"Brazil - Policia Federal seizes 27 kg of cocaine and arrests five at Guarulhos airport",https://www.gov.br/pf/pt-br/assuntos/noticias/2026/08/pf-prende-cinco-pessoas-e-apreende-mais-de-27-kg-de-cocaina-no-aeroporto-de-guarulhos
2026-08-26,"Brazil - 254.85 kg of cannabis and hashish seized in two Sao Paulo highway stops",https://www.gov.br/pf/pt-br/assuntos/noticias/2026/08/ficco-sp-apreende-254-8-kg-de-drogas-e-prende-duas-pessoas-no-interior-de-sao-paulo
2026-08-26,"Brazil - Operation Boreas targets air bridge flying cocaine from Bolivia and Peru into Tocantins",https://www.gov.br/pf/pt-br/assuntos/noticias/2026/08/pf-investiga-organizacao-criminosa-especializada-no-trafico-internacional-de-drogas-no-tocantins
2026-08-26,"Argentina - 52.6 kg of cocaine found in a Bolivian tanker truck on Route 34 in Santa Fe",https://www.argentina.gob.ar/noticias/gendarmeria-secuestro-52-kilos-de-cocaina-y-detuvo-una-persona-en-un-control-de-ruta-en
2026-08-26,"Colombia - two women stopped at Bogota El Dorado airport with 10 kg strapped to their bodies",https://www.infobae.com/colombia/2026/08/26/dos-mujeres-fueron-capturadas-con-droga-adherida-a-su-cuerpo-en-el-aeropuerto-el-dorado-de-bogota-llevaban-10-kilos-de-estupefacientes/
2026-08-26,"Colombia - government reports 1574 arrests and 23642 kg of drugs seized since August 7",https://www.chicanoticias.com/2026/08/25/presidente-reporta-1-574-capturas/
2026-08-26,"South Africa - 334 kg of cocaine seized in two interceptions at OR Tambo airport",https://novanews.co.za/r200-million-cocaine-haul-seized-at-or-tambo-as-airport-drug-busts-escalate/
2026-08-26,"InSight Crime - organised crime groups across Latin America are pairing commercial drones with IEDs",https://insightcrime.org/news/the-insight-take-organized-crime-adopts-the-latest-technologies-in-the-drone-ied-arms-race/
2026-08-27,"CJNG Michoacan commanders R1 and R2 indicted in Washington DC for cocaine and meth trafficking",https://www.justice.gov/opa/pr/cartel-commanders-charged-international-cocaine-and-methamphetamine-trafficking-conspiracy
2026-08-27,"Operation Last Call - 44 arrested on federal gun and drug charges in Nashville",https://www.justice.gov/usao-mdtn/pr/operation-last-call-effort-results-arrests-44-illegal-firearms-and-narcotics-offenses
2026-08-27,"Alabama - Semmes parking-lot hand-off yields meth cocaine fentanyl and ten guns",https://www.fox10tv.com/2026/08/26/drug-bust-that-sparked-2-chases-took-down-big-operation-mobile-county-sheriff-says/
2026-08-27,"Ohio - two kilos of cocaine thrown from a fleeing car during a Richland County pursuit",https://www.richlandsource.com/2026/08/26/two-mansfield-men-arrested-as-metrich-enforcement-unit-recovers-2-kilos-of-cocaine/
2026-08-27,"Ecuador - 43 arrested and a smuggling plane seized in operations Factoria and Jerico against Los Lobos and Los Choneros",https://www.infobae.com/america/america-latina/2026/08/27/megaoperativo-en-ecuador-detuvieron-a-43-integrantes-de-las-bandas-criminales-de-los-choneros-y-los-lobos/
2026-08-27,"Peru - 352 kg of cocaine seized after a chase on the Binational Highway in Moquegua",https://prensaregional.pe/incautan-mas-de-352-kilos-de-cocaina-tras-persecucion-en-la-carretera-binacional-de-moquegua/
2026-08-27,"Brazil - FICCO/AC seizes 373.5 kg of skunk cannabis from a boat outside Rio Branco",https://www.pontaporainforma.com.br/ficco-ac-em-acao-conjunta-apreende-373-kg-de-drogas/
2026-08-27,"Argentina - Naval Prefecture seizes 340 kg of marijuana in the Parana at Puerto Iguazu",https://www.argentina.gob.ar/noticias/pna-secuestro-droga-valuada-en-1300-millones-de-pesos
2026-08-27,"Guatemala - 202 packages of cocaine found in a hidden compartment in San Marcos",https://emisorasunidas.com/nacional/2026/08/26/san-marcos-droga-cocaina-carro-capturados
2026-08-27,"India - cross-border heroin cartel broken up in Jammu 5.16 kg seized",https://thekashmirimages.com/2026/08/27/3-arrested-with-5-16-kg-heroin-as-ncb-busts-cross-border-cartel-in-jammu/
2026-08-27,"India - 13 held and 45 kg of ganja seized in a Chennai city-wide crackdown",https://newstodaynet.com/2026/08/27/13-held-in-chennai-drug-crackdown-45-kg-ganja-seized/
2026-08-27,"Afghanistan - 218 kg of narcotics seized in two operations in Ghor province",https://english.news.cn/asiapacific/20260827/d96c2d0e3da84977953f8371b35b1d73/c.html
2026-08-28,"81 charged as federal agents dismantle the Los Baja Deo gang in western Puerto Rico",https://www.justice.gov/opa/pr/81-members-violent-gang-puerto-rico-charged-drug-trafficking-and-firearms-violations-part
2026-08-28,"Coast Guard cutter takes 3.3 tonnes of cocaine off a smuggling boat south of Puerto Rico then burns the boat",https://www.news.uscg.mil/Press-Releases/Article/4584195/coast-guard-stops-suspected-drug-boat-carrying-545-million-in-cocaine-off-puert/
2026-08-28,"Sinaloa cook who bought Chinese precursors and made several metric tons of fentanyl pleads guilty in Washington",https://www.justice.gov/opa/pr/mexican-fentanyl-manufacturer-pleads-guilty-international-drug-trafficking-offenses
2026-08-28,"Dominican cocaine broker who fled to Colombia is extradited to face charges in Puerto Rico and New Jersey",https://www.justice.gov/opa/pr/leader-dominican-based-drug-trafficking-organization-extradited-colombia-united-states-face
2026-08-28,"New York - 22 arrested and 7 kilos of cocaine and fentanyl taken in a year-long Rochester investigation",https://www.wxxinews.org/local-news/2026-08-27/rochester-police-say-theyve-arrested-the-alleged-leader-of-a-city-drug-network
2026-08-28,"Kentucky - fentanyl found at the jail after a Pike County traffic stop turns up 130 grams of meth",https://www.wsaz.com/2026/08/27/two-arrested-drug-trafficking/
2026-08-28,"Colombia - second airstrike of the De la Espriella government hits a FARC dissident camp in Guaviare",https://www.vanguardia.com/colombia/2026/08/27/bombardeo-del-gobierno-de-de-la-espriella-contra-disidencias-de-calarca-en-guaviare-ocho-muertos/
2026-08-28,"Colombia - every trafficking group is now to be treated as terrorist under a new presidential directive",https://insightcrime.org/news/on-the-radar-de-la-espriella-labels-criminal-groups-terrorists/
2026-08-28,"Brazil - more than a tonne of cannabis and hashish pulled from a truck on the Sao Paulo-Parana line",https://www.gov.br/pf/pt-br/assuntos/noticias/2026/08/ficco-sp-apreende-mais-de-1-tonelada-de-drogas-e-prende-uma-pessoa-em-flagrante
2026-08-28,"Brazil - Africa-bound container at Paranagua gives up 33 kilos of cocaine",https://www.gov.br/pf/pt-br/assuntos/noticias/2026/08/pf-apreende-aproximadamente-33-kg-de-cocaina-no-porto-de-paranagua
2026-08-28,"Brazil - two passengers skip their flights in Manaus and leave 47 kilos of skunk behind",https://www.gov.br/pf/pt-br/assuntos/noticias/2026/08/pf-apreende-aproximadamente-47-kg-de-skunk-em-malas-no-aeroporto-de-manaus-am
2026-08-28,"Ecuador - parallel courier network shipping cocaine to the US and Europe broken up after a year-long probe",https://www.extra.ec/noticia/justicia/cae-red-internacional-enviaba-cocaina-oculta-maletas-encomiendas-ee-uu-161439.html
2026-08-28,"Peru - 12 kilos of cocaine sewn into vests and trousers stopped at Lima's Jorge Chavez airport",https://www.infobae.com/peru/2026/08/27/camuflaron-12-kg-de-cocaina-en-chalecos-y-pantalones-capturan-a-peruano-que-intentaba-llevar-droga-a-europa-desde-el-jorge-chavez/
2026-08-28,"Argentina - six kilos of cocaine and four men taken in twin raids in San Juan province",https://www.infobae.com/sociedad/policiales/2026/08/27/secuestraron-6-kilos-de-cocaina-armas-y-vehiculos-tras-un-operativo-en-san-juan-detuvieron-a-4-hombres/
2026-08-28,"Spain and Portugal - 10.6 tonnes of hashish and ten arrests after stash houses on both banks of the Guadiana are raided",https://www.infobae.com/espana/2026/08/28/la-guardia-civil-logra-una-de-sus-mayores-incautaciones-con-mas-de-10000-kilos-de-hachis-encontrados-por-tierra-mar-y-aire-junto-a-portugal/
2026-08-28,"Mexico - fentanyl and heroin found in a bus compartment on the Hermosillo-Nogales run to the Arizona line",https://www.kjzz.org/fronteras-desk/2026-08-27/mexican-authorities-seize-almost-40-pounds-of-fentanyl-and-heroin-on-highway-to-arizona
2026-08-26,"US strikes alleged drug boat in the eastern Pacific two killed",https://news.usni.org/2026/08/24/southcom-strikes-first-suspected-drug-boat-in-two-months
2026-08-26,"Second US strike in three days kills four in the Caribbean",https://www.upi.com/Top_News/World-News/2026/08/25/SOUTHCOM-kills-four/7491787708796/
2026-08-29,"Marines sink a sanctioned floating refueling station that supplied Ecuador's Los Choneros in the Eastern Pacific",https://www.dvidshub.net/video/1021111/interdiction-narco-terrorist-refueling-vessel-aug-28-2026
2026-08-29,"Walmart to pay $50 million after DOJ says its pharmacists knowingly filled invalid opioid prescriptions",https://www.justice.gov/opa/pr/walmart-agrees-pay-50-million-illegally-filling-unlawful-opioid-prescriptions
2026-08-29,"NYPD's biggest cocaine bust in a decade - 263 kilos out of a Queens storage unit",https://gothamist.com/news/nypd-seizes-580-pounds-of-cocaine-in-queens-its-biggest-bust-in-more-than-a-decade
2026-08-29,"Washington state task force raids a Bothell home finds six kinds of drugs eight guns and $67,000",https://www.heraldnet.com/2026/08/28/snohomish-drug-task-force-seizes-guns-cars-and-nearly-150k/
2026-08-29,"Brazil - trucker stopped for a burned-out taillight found hauling 475 kilos of cocaine in Piaui",https://www.tribunadeparnaiba.com/2026/08/prf-apreende-475-kg-cocaina-br-402-piaui/
2026-08-29,"Ecuador - 400 kilos of marijuana and five arrests at a border crossing in Tulcan",https://centrotvecuador.com/2026/08/27/incautacion-400-kilos-marihuana-tulcan-carchi/
2026-08-29,"Brazil - three caught trying to fly 28 kilos of cocaine out of Guarulhos airport",https://www.gov.br/pf/pt-br/assuntos/noticias/2026/08/pf-prende-quatro-pessoas-e-apreende-mais-de-28-kg-de-cocaina-no-aeroporto-internacional-de-guarulhos-sp
2026-08-29,"Colombia Ecuador and the US discuss a joint border base to squeeze cocaine routes through the Pacific",https://www.infobae.com/america/agencias/2026/08/28/colombia-ecuador-y-eeuu-refuerzan-la-cooperacion-contra-el-narcotrafico-en-una-reunion-en-el-pacifico/
2026-08-29,"Italy - two Mexican travelers caught at Rome's airport with 17 kilos of meth in false-bottom suitcases",https://www.eluniversal.com.mx/mundo/video-detienen-en-roma-a-2-mexicanos-por-trafico-de-metanfetamina-droga-iba-oculta-en-maletas-con-doble-fondo/
2026-08-29,"Malaysia - Penang police break up an MDMA ring hiding drugs in candy and drink packets seven arrested",https://www.thestar.com.my/news/nation/2026/08/28/039sweet039-disguises-bitter-consequences-seven-nabbed-drugs-worth-rm3mil-seized-in-penang-ops
2026-08-30,"Five plead guilty to running a three-boat $31 million cocaine pipeline into South Florida",https://www.keysnews.com/news/crime/five-plead-guilty-to-importing-cocaine-into-south-florida/article_412a017c-6244-440f-bd70-68372c36c989.html
2026-08-30,"CBP finds $10.75 million in meth hidden in a leek shipment at the Pharr bridge",https://www.cbp.gov/newsroom/local-media-release/cbp-officers-seize-more-10-million-methamphetamine-pharr-international
2026-08-30,"College Station traffic stop turns up nine kinds of drugs from meth to LSD",https://www.kbtx.com/2026/08/30/college-station-police-k-9-unit-finds-massive-amount-drugs-traffic-stop/
2026-08-30,"Apple Valley parolee's traffic stop leads deputies to an AK-47 and a pound and a half of meth",https://www.vvng.com/apple-valley-parolee-arrested-after-deputies-seize-six-firearms-suspected-methamphetamine-and-cocaine/
2026-08-30,"Brazil - hashish body-strapped courier and cocaine in an electric motor all caught at Guarulhos in one day",https://www.gov.br/pf/pt-br/assuntos/noticias/2026/08/pf-prende-duas-pessoas-e-apreende-30-kg-de-drogas-no-aeroporto-internacional-de-guarulhos-sp
2026-08-30,"Bolivia - 378 kilos of cocaine found in a refrigerated truck's false ceiling on the road to Bermejo",https://eldeber.com.bo/pais/tarija-incautan-378-kilos-droga-ocultos-camion-frigorifico_1787338785/
2026-08-30,"Colombia captures the Ecuadorian boss of Los Tiguerones a hitman gang tied to Los Choneros",https://www.infobae.com/america/agencias/2026/08/27/capturan-en-colombia-a-un-supuesto-cabecilla-de-la-banda-ecuatoriana-los-tiguerones/
2026-08-30,"Colombia's army pulls 50 kilos of marijuana bagged for shipment out of Yumbo",https://www.infobae.com/colombia/2026/08/29/ejercito-incauto-mas-de-50-kilos-de-marihuana-en-yumbo-valle-del-cauca/
2026-08-30,"Ireland - 2.3 million euros in cocaine MDMA and cannabis seized in a Dublin suburb handover",https://www.thejournal.ie/2-3million-euros-drug-seizure-dublin-7146216-Aug2026/
2026-08-30,"India - Kerala police call a 12.8-kilo MDMA seizure one of the state's biggest-ever drug busts",https://aninews.in/news/national/general-news/operation-thoofan-malappuram-police-seize-12794-kg-mdma-worth-over-rs-10-crore20260829211614/
2026-08-30,"India - railway couriers caught with 18 kilos of amphetamine and MDMA in Bengaluru and Pune",https://aninews.in/news/national/general-news/dri-seizes-around-18-kg-amphetamine-and-mdma-in-two-operations-4-arrested20260829205435/
2026-08-31,"Florida - Plant City traffic stop leads to a 16-pound cocaine haul and a gun cache with illegal switches",https://cbs12.com/news/crime/hillsborough-county-man-arrested-after-traffic-stop-leads-to-cocaine-guns-and-cash-haul-florida-news-florida-crime-hillsborough-county-sheriffs-office-hcso-drugs-guns-switches
2026-08-31,"South Carolina - state grand jury indicts eight in Pressed for Time fentanyl pill-press ring",https://www.wistv.com/2026/08/25/eight-indicted-state-grand-jury-fentanyl-trafficking-investigation/
2026-08-31,"Connecticut - Willimantic traffic stop turns up 534 bags of fentanyl",https://www.wfsb.com/2026/08/30/traffic-stop-k9-search-lead-seizure-over-500-bags-fentanyl-arrest/
2026-08-31,"Colombia leads a 30-country operation that seized 4.7 tonnes of cocaine over three weeks",https://www.semana.com/nacion/articulo/abelardo-de-la-espriella-revela-millonario-golpe-al-narcotrafico-46-toneladas-de-cocaina-incautadas-y-8-capturas/202641/
2026-08-31,"Brazil - 185 kilos of marijuana found hidden in a vans roof at the Paraguay border bridge",https://www.radioculturafoz.com.br/2026/08/28/receita-federal-apreende-185-kg-de-maconha-escondidos-no-teto-de-van-paraguaia-na-ponte-da-amizade
2026-08-31,"Argentina - anti-narcotics police dismantle 18 drug sales points in Cordoba arrest 11",https://hoydia.com.ar/sucesos/la-fpa-detuvo-a-11-personas-en-diferentes-operativos-antidrogas/
2026-08-31,"Hong Kong - seven-week Tailbacker crackdown nets 321 arrests and 231 kilos of cocaine and ketamine",https://www.scmp.com/news/hong-kong/law-and-crime/article/3365766/13-year-old-among-321-arrested-hong-kong-police-seize-drugs-worth-hk130m
2026-08-31,"Nigeria - captagon hidden in soap and 3.9 million opioid pills intercepted at Lagos airport",https://www.thisdaylive.com/2026/08/31/ndlea-busts-n6-2bn-international-drug-pipeline-seizes-jihadi-drug-hidden-in-ghana-soap-3-9m-opioid-pills/
2026-08-31,"South Africa - three arrested as police seize R1.5 million in mixed drugs in Gqeberha",https://www.joburgetc.com/news/r15m-drug-seizure-gqeberha-operation-ukubuza/
2026-09-01,"Brazil - smugglers ditch 63 kilos of marijuana mid-handoff on the Parana River at Foz do Iguacu",https://oparana.com.br/cotidiano/policia-apreende-376-kg-de-maconha-apos-barco-cruzar-rio-do-paraguai-para-foz-do-iguacu/
2026-09-01,"Bolivia - FELCN intercepts cocaine capsules and marijuana hidden in a boxing bag on the Bioceanic route",https://www.eldiario.net/portal/2026/08/31/felcn-incauta-droga-camuflada-en-encomiendas-en-la-ruta-bioceanica/
2026-09-01,"Sri Lanka - 463 kilos of crystal meth found in two containers at Colombo Port",https://www.lankanewspapers.com/2026/09/01/massive-crystal-meth-haul-of-463kg-seized-at-colombo-port-in-major-drug-bust
2026-09-01,"Pakistan - 23 kilos of heroin found in a roadside vehicle search in Charsadda",https://www.nation.com.pk/01-Sep-2026/drug-smuggling-bid-foiled-23-46kg-heroin-ice-recovered
2026-09-01,"Malaysia and Thailand - tea-bag meth ring rolled up after cross-border police tip-off",https://www.scmp.com/news/asia/southeast-asia/article/3365958/malaysian-police-smash-cross-border-drug-ring-seize-us1-million-meth-disguised-tea
2026-09-01,"Mexico - meth lab and a highway load of marijuana disguised as coconut candy both broken up in one day",https://www.infobae.com/mexico/2026/08/31/en-vivo-seguridad-narcotrafico-y-crimen-en-mexico-hoy-31-de-agosto-gabinete-de-seguridad-despliega-acciones-tras-ataque-con-explosivo-contra-comandancia-de-ojocaliente-zacatecas/
2026-09-02,"Texas - DEA and state troopers pull 82 kilos of cocaine and $700,000 from a Mission stash house",https://www.valleycentral.com/news/local-news/couple-arrested-at-mission-stash-house-had-more-than-700000-in-cash-180-pounds-of-cocaine-dea-says/
2026-09-02,"Pennsylvania - wiretaps unravel a Montgomery County cocaine and marijuana ring ten charged",https://6abc.com/post/10-facing-charges-months-long-montgomery-county-drug-trafficking-investigation/19774350/
2026-09-02,"Brazil - driver held after 4 tonnes of high-THC skunk cannabis found in a trucks hidden compartment",https://jornaldebrasilia.com.br/brasilia/mpdft-obtem-prisao-preventiva-de-motorista-com-4-toneladas-de-skunk/
2026-09-02,"Brazil - bus passenger caught with 26 kilos of marijuana and a rifle magazine on a Bahia highway",https://interiordabahia.com.br/2026/09/01/mulher-que-seguia-para-capela-do-alto-alegre-e-presa-com-26-kg-de-drogas-municoes-e-carregador-de-fuzil-na-br-116/
2026-09-02,"Argentina - Mendoza police seize 34 kilos of cocaine and $18200 in a Guaymallen raid",https://kchcomunicacion.com/2026/09/02/golpe-al-narcotrafico-en-mendoza-incautan-34-kilos-de-cocaina-y-detienen-a-tres-personas/
2026-09-02,"Australia - Canberra commits $600 million to choke Pacific drug-smuggling routes",https://www.abc.net.au/news/2026-09-02/australia-to-fund-scheme-to-tackle-pacific-drug-smuggling/107104900
2026-09-02,"Nigeria - Kaduna anti-drug command reports 140 arrests and 816 kilos seized in a month of raids",https://businessday.ng/news/article/ndlea-arrest-140-suspects-seizes-816-506kg-of-illicit-drugs-in-kaduna/
2026-09-02,"Sri Lanka meth bust - DEA reveals it was a joint operation with a bigger haul than first reported",https://www.euronews.com/2026/09/02/us-and-sri-lankan-agents-bust-pakistan-drug-network-and-seize-18m-of-meth-police-say
2026-09-03,"Kansas City federal indictment unseals year-long fentanyl carfentanil and cocaine ring, six charged",https://hoodline.com/2026/09/six-indicted-in-kansas-city-fentanyl-ring-feds-seize-carfentanil-and-machine-gun-switch/
2026-09-03,"North Dakota - McKenzie County traffic stop yields nearly 12 pounds of meth",https://www.roundupweb.com/story/2026/09/02/news/joint-effort-results-in-narcotics-seizure/24663.html
2026-09-03,"Tennessee - Shelby County detectives trace suspicious package to 2.6 pounds of fentanyl, two arrested",https://www.actionnews5.com/2026/09/02/detectives-seize-26-pounds-fentanyl-after-uspis-finds-suspicious-package/
2026-09-03,"Colombia - Navy intercepts go-fast boat off Cartagena carrying 736 kilos of cocaine, two Dominicans captured",https://www.infobae.com/colombia/2026/09/03/armada-de-colombia-incauto-cargamento-de-cocaina-avaluado-en-34-millones-de-dolares-dos-dominicanos-fueron-capturados/
2026-09-03,"Chile - Antofagasta prosecutors dismantle multinational trafficking ring, 13 detained",https://www.latercera.com/nacional/noticia/fiscalia-y-carabineros-desmantelan-grupo-criminal-multinacional-e-incautan-mas-de-300-kilos-de-droga-en-antofagasta/
2026-09-03,"Brazil - four caught trying to fly cocaine out of Guarulhos, Laotian trafficking victims sheltered separately",https://www.guarulhoshoje.com.br/2026/09/01/pf-prende-quatro-suspeitos-e-resgata-vitimas-de-trafico-humano-em-guarulhos/
2026-09-03,"Canada - Calgary raid nets five-drug haul and record cash seizure for ALERT anti-gang unit",https://alert-ab.ca/over-2-million-in-drugs-and-cash-seized-in-calgary/
2026-09-03,"Philippines - Manila buy-bust nets 2.1 kilos of shabu worth 14.28 million pesos",https://tempo.mb.com.ph/2026/09/02/kapatid-yields-p14-28-m-shabu-in-manila/
2026-09-03,"One year of SOUTHCOM boat strikes - new reporting and congressional criticism detail 227 dead",https://theintercept.com/2026/09/02/military-boat-strikes-killings-year/
2026-09-04,"Laredo bridges - CBP dogs sniff out nearly $3 million in cocaine in two tractor-trailers",https://www.cbp.gov/newsroom/national-media-release/cbp-officers-seize-over-29-million-cocaine-laredo-port-entry
2026-09-04,"Florida - Polk County's Operation End of Worlds nets 39 arrests and a four-drug haul",https://hoodline.com/2026/09/polk-sheriff-s-operation-end-of-worlds-nets-39-arrests-4-4-pounds-of-fentanyl/
2026-09-04,"Florida - Fort Pierce felon caught with 33 pounds of marijuana and $150,000 in cash",https://hoodline.com/2026/09/fort-pierce-felon-busted-with-33-pounds-of-weed-guns-and-150k-cash/
2026-09-04,"Brazil - highway task force pulls 255 kilos of cocaine marijuana and hashish from a truck in Bahia",https://www.portaljaguarari.com.br/2026/09/prf-pm-e-policia-federal-apreendem-mais.html
2026-09-04,"Venezuela - national police seize 105 kilos of genetically modified marijuana on an Apure highway",https://cactus24.com.ve/2026/09/02/incautan-104-kilos-de-marihuana-y-detienen-a-tres-personas-en-apure/
2026-09-04,"Spain - Guardia Civil chases down a narco-boat off Gran Canaria carrying 3.4 tonnes of cocaine",https://www.canarias7.es/canarias/gran-canaria/narcolancha-arsenal-bordo-cae-tres-toneladas-cocaina-20260904100509-nt.html
2026-09-04,"South Africa - lost goats lead police to a suspected Cat drug lab on a North West farm",https://www.timeslive.co.za/news/south-africa/2026-09-04-police-bust-meth-lab-after-tip-off-on-strong-smell/
2026-09-04,"Panama - customs finds 290 packages of suspected drugs in a container bound from Ecuador to Spain",https://www.tvn-2.com/nacionales/incautan-290-paquetes-presunta-droga-contenedor-destino-espana_1_2258904.html
2026-09-06,"SOUTHCOM boards and sinks a fourth Los Choneros refueling vessel in nine days",https://www.southcom.mil/News/PressReleases/Article/4591750/interdiction-of-narco-terrorist-refueling-vessel-sept-5-2026/
2026-09-06,"Florida - Escambia County traffic stop for a tag violation turns up 4.7 pounds of fentanyl",https://www.wkrg.com/northwest-florida/escambia-county/two-arrested-fentanyl-escambia-county/
2026-09-06,"Massachusetts - Southbridge apartment raid nets a five-drug haul and five arrests",https://newslinklive.com/2026/09/05/six-charged-after-drug-bust-in-southbridge-yields-fentanyl-crack-and-cash/
2026-09-06,"Ohio - Cincinnati detectives Westwood raid nets $230,000 and a Major Drug Offender charge",https://hoodline.com/2026/09/westwood-raid-nets-230k-guns-kilos-of-drugs-tied-to-downtown-trafficking/
2026-09-06,"Colombia - army and police dismantle a cocaine lab outside Cucuta, seize 790 kilos of cocaine and its base",https://www.chicanoticias.com/2026/09/05/narcotrafico-cucuta-cocaina/
2026-09-06,"Brazil - a familys cocaine run ends when their truck bogs down in a Sao Paulo cane field",https://www.perfilnews.com.br/2026/09/04/prf-de-tres-lagoas-apreende-mais-de-meia-tonelada-de-cocaina-em-acao-conjunta-na-sp-563-em-tupi-paulista/
2026-09-06,"Uruguay - a small plane drops 400 kilos of cocaine and paste over Artigas, seven caught waiting for it",https://www.subrayado.com.uy/droga-incautada-artigas-305-kilos-cocaina-y-103-pasta-base-unos-usd-3000000-no-descartan-vinculo-marset-n1017319
2026-09-06,"Argentina - Gendarmerie finds cocaine and marijuana stuffed inside capybara plush toys on a shopping-tour bus",https://www.argentina.gob.ar/noticias/catamarca-esconden-49-kilos-de-marihuana-y-4-kilos-de-cocaina-en-capibaras-de-peluches
